X,Y,perte_charge
0.171868947,0.010599575,10.0
0.176654227,0.010567913,10.0
0.183326332,0.010489011,10.0
0.190250449,0.010410701,10.0
0.19743612,0.010348518,10.0
0.201268212,0.01030208,10.0
0.204893122,0.010240446,10.0
0.208583348,0.010194488,10.0
0.21409668,0.010148782,10.0
0.222183017,0.010073029,10.0
0.231526565,0.009997868,10.0
0.241262997,0.009893499,10.0
0.249346098,0.009790179,10.0
0.260546471,0.009688004,10.0
0.270758757,0.009601284,10.0
0.280985268,0.009529643,10.0
0.295629499,0.009373744,10.0
0.308061691,0.009248094,10.0
0.319258382,0.00913782,10.0
0.333141378,0.00900182,10.0
0.345249738,0.008934668,10.0
0.353403684,0.008881279,10.0
0.365745913,0.008801793,10.0
0.374898337,0.008736078,10.0
0.388524282,0.008618978,10.0
0.400440029,0.008516203,10.0
0.41102467,0.008452638,10.0
0.417279987,0.008402094,10.0
0.428309722,0.008326867,10.0
0.446321611,0.008178371,10.0
0.459378782,0.00808086,10.0
0.467010805,0.0080205,10.0
0.474769546,0.007936715,10.0
0.48798849,0.007853874,10.0
0.498828103,0.007771867,10.0
0.506419639,0.007702237,10.0
0.517668673,0.007621819,10.0
0.526269097,0.007553545,10.0
0.535747479,0.007463443,10.0
0.545396623,0.0073855,10.0
0.554457683,0.007308366,10.0
0.56444382,0.007232047,10.0
0.580956771,0.007145855,10.0
0.593861583,0.00708189,10.0
0.605388241,0.007029031,10.0
0.619686053,0.006955672,10.0
0.634321552,0.006883082,10.0
0.651982954,0.006801057,10.0
0.665550979,0.006740183,10.0
0.681269573,0.006639874,10.0
0.6983178,0.006570601,10.0
0.707972699,0.00653134,10.0
0.721714214,0.006472882,10.0
0.73875943,0.00640535,10.0
0.747945631,0.006347983,10.0
0.765610281,0.006262927,10.0
0.778330024,0.006197553,10.0
0.805512398,0.006077978,10.0
0.833644113,0.00596072,10.0
0.855679485,0.005872067,10.0
0.872287786,0.005784696,10.0
0.896574929,0.00569868,10.0
0.917749593,0.005571951,10.0
0.944598469,0.005448083,10.0
0.957657942,0.005334888,10.0
0.972232436,0.005271311,10.0
0.989743046,0.005192901,10.0
1.024308787,0.005062307,10.0
1.042757478,0.005002007,10.0
1.070320244,0.004905537,10.0
1.094613518,0.004804654,10.0
1.122090851,0.004710627,10.0
1.146972012,0.004613623,10.0
1.167941736,0.004546932,10.0
1.18929498,0.004495236,10.0
1.204129545,0.004453364,10.0
1.227314206,0.004402744,10.0
1.25333323,0.004343656,10.0
1.288475693,0.00426315,10.0
1.308284693,0.004219074,10.0
1.352685012,0.004115136,10.0
1.378730019,0.004064152,10.0
1.425521245,0.003972317,10.0
1.459912781,0.003914984,10.0
1.495134002,0.003854471,10.0
1.532665709,0.003787016,10.0
1.571139532,0.003716881,10.0
1.595293976,0.003651798,10.0
1.633781278,0.003584182,10.0
1.674793471,0.003521495,10.0
1.700541713,0.003474285,10.0
1.728333193,0.003431285,10.0
1.771718937,0.003371298,10.0
1.81792638,0.003302061,10.0
1.863561102,0.003237618,10.0
1.912163802,0.003164571,10.0
1.962034167,0.003096406,10.0
2.009369486,0.003039173,10.0
2.046106631,0.002995399,10.0
2.091477872,0.002952286,10.0
2.141936165,0.002897753,10.0
2.195704474,0.002835406,10.0
2.240116418,0.002780156,10.0
2.291974062,0.00272319,10.0
2.329431248,0.00268124,10.0
2.367500604,0.002639948,10.0
2.424618187,0.002585911,10.0
2.478382729,0.002540879,10.0
2.543020649,0.002478633,10.0
2.587046439,0.002435481,10.0
2.636858504,0.002388161,10.0
2.692760272,0.002336956,10.0
2.731553119,0.002303449,10.0
2.784147789,0.002265778,10.0
2.837755254,0.002233353,10.0
2.892394653,0.002187811,10.0
2.936862926,0.002163204,10.0
2.959352766,0.002149899,10.0
3.009869929,0.002108621,10.0
3.109054108,0.002065805,10.0
3.150838691,0.002053164,10.0
3.181027997,0.002034284,10.0
3.220706942,0.002009393,10.0
3.285852022,0.001974693,10.0
3.326838489,0.001948566,10.0
3.390895149,0.001909083,10.0
3.449599916,0.00186852,10.0
3.499296219,0.001836362,10.0
3.556484983,0.001810357,10.0
3.607721395,0.001790218,10.0
3.66318738,0.001766719,10.0
3.733720601,0.001738265,10.0
3.812876903,0.001713818,10.0
3.882588304,0.001689733,10.0
3.942280268,0.001669392,10.0
3.983850085,0.001659348,10.0
3.99907479,0.001654342,10.0
4.010531498,0.001651016,10.0
0.019774025,0.024376407,20.0
0.020774727,0.023797303,20.0
0.020975163,0.023761585,20.0
0.0213818,0.023512944,20.0
0.021976523,0.023301923,20.0
0.022680958,0.022988917,20.0
0.023375958,0.022748395,20.0
0.023960409,0.022476571,20.0
0.024492217,0.022274847,20.0
0.025139109,0.02200869,20.0
0.025767728,0.021745711,20.0
0.026303571,0.021485866,20.0
0.026924377,0.021229135,20.0
0.027787737,0.020943995,20.0
0.028326782,0.020787249,20.0
0.029075124,0.020569772,20.0
0.029679869,0.020385172,20.0
0.030800352,0.020141645,20.0
0.03183186,0.019990954,20.0
0.032717813,0.019871219,20.0
0.033953081,0.019633843,20.0
0.035477752,0.019516308,20.0
0.036515366,0.01945783,20.0
0.037531783,0.019399526,20.0
0.039163468,0.019341452,20.0
0.041147569,0.019225706,20.0
0.042003651,0.019139293,20.0
0.043709592,0.01896763,20.0
0.045235789,0.018882435,20.0
0.046558907,0.018797604,20.0
0.0477238,0.018769474,20.0
0.048383508,0.018741342,20.0
0.050072968,0.018685235,20.0
0.051750337,0.018629294,20.0
0.054148882,0.018573577,20.0
0.056892486,0.018545902,20.0
0.059939461,0.018462709,20.0
0.061947417,0.018407451,20.0
0.063410284,0.018352315,20.0
0.066349343,0.018269973,20.0
0.068666279,0.018215308,20.0
0.071064135,0.01816081,20.0
0.073849316,0.01813373,20.0
0.076114044,0.018106653,20.0
0.078340595,0.018079611,20.0
0.080743055,0.01802551,20.0
0.08333354,0.01797158,20.0
0.087676333,0.017810532,20.0
0.09086277,0.017730609,20.0
0.094553703,0.017651073,20.0
0.098124769,0.017598309,20.0
0.101690995,0.017545699,20.0
0.103664624,0.017466885,20.0
0.108320842,0.017310353,20.0
0.113965953,0.017155271,20.0
0.11827024,0.01710401,20.0
0.123582568,0.016976241,20.0
0.125808293,0.016950858,20.0
0.134010636,0.016723535,20.0
0.137777056,0.016694586,20.0
0.151193892,0.016092184,20.0
0.162669442,0.015919483,20.0
0.168563166,0.015885306,20.0
0.174325291,0.015748626,20.0
0.1806411,0.015512115,20.0
0.186816038,0.015312245,20.0
0.194736306,0.015213446,20.0
0.20582138,0.015017583,20.0
0.211598224,0.014824062,20.0
0.226311902,0.014413343,20.0
0.235440498,0.014166267,20.0
0.243970666,0.013953566,20.0
0.255321693,0.013744133,20.0
0.268259575,0.01350862,20.0
0.27742981,0.01333462,20.0
0.290337532,0.013077789,20.0
0.302048993,0.012937353,20.0
0.310526908,0.012798347,20.0
0.329503809,0.012524839,20.0
0.33808326,0.012417098,20.0
0.353813136,0.012204355,20.0
0.369543651,0.012073358,20.0
0.382176114,0.011815205,20.0
0.403931002,0.01146311,20.0
0.426081178,0.011193923,20.0
0.438907584,0.011073708,20.0
0.453014854,0.010907509,20.0
0.470357184,0.010651289,20.0
0.483559318,0.010514134,20.0
0.50008955,0.010311658,20.0
0.522323378,0.010091307,20.0
0.546625318,0.009811815,20.0
0.56531144,0.0096021,20.0
0.593957658,0.009295912,20.0
0.614261879,0.009097246,20.0
0.642841504,0.008826229,20.0
0.672750978,0.008581844,20.0
0.693002884,0.008416626,20.0
0.720957035,0.008219038,20.0
0.753010942,0.008043503,20.0
0.778752719,0.007905779,20.0
0.803783582,0.007770407,20.0
0.826344442,0.007604376,20.0
0.868218339,0.007314429,20.0
0.889064827,0.007142679,20.0
0.926757998,0.006870326,20.0
0.964141536,0.006694643,20.0
1.041431715,0.006288338,20.0
1.072782302,0.006140778,20.0
1.087733769,0.006061745,20.0
1.158781664,0.005730912,20.0
1.19130695,0.005584381,20.0
1.239361812,0.005394854,20.0
1.289355382,0.005234353,20.0
1.317705998,0.005111558,20.0
1.349345616,0.005002462,20.0
1.398234493,0.00477051,20.0
1.437481145,0.004648624,20.0
1.457515777,0.00459878,20.0
1.457515777,0.00459878,20.0
1.570075007,0.004433791,20.0
1.658723463,0.004226414,20.0
1.726106921,0.004028704,20.0
1.828580344,0.003834653,20.0
1.953163478,0.003655539,20.0
2.0493243,0.003532042,20.0
2.097723998,0.003402405,20.0
2.150217655,0.003292323,20.0
2.204025367,0.003209762,20.0
2.271622732,0.003134012,20.0
2.33487229,0.003064636,20.0
2.399882347,0.002961181,20.0
2.452346126,0.002894025,20.0
2.497578986,0.002842044,20.0
2.529536472,0.002805493,20.0
2.559867902,0.002771811,20.0
2.602944073,0.002733838,20.0
2.653062223,0.002687106,20.0
2.695563672,0.002645735,20.0
2.760595987,0.002589362,20.0
2.829444784,0.002532033,20.0
2.897706932,0.002467466,20.0
2.967615912,0.00240044,20.0
3.027160252,0.002353438,20.0
3.095269384,0.002297481,20.0
3.159885104,0.002250619,20.0
3.233548959,0.002191525,20.0
3.287961578,0.002152415,20.0
3.359268303,0.002105001,20.0
3.432121671,0.002065756,20.0
3.492650375,0.002035961,20.0
3.582602855,0.001994672,20.0
3.654487055,0.001955902,20.0
3.751587566,0.001909793,20.0
3.83599645,0.001871194,20.0
3.888168562,0.001847493,20.0
3.963033516,0.001811768,20.0
4.020126804,0.001788887,20.0
4.023322656,0.001787372,20.0
0.019644238,0.034734846,30.0
0.02063802,0.033807863,30.0
0.021299244,0.033303622,30.0
0.021861474,0.032856235,30.0
0.022315763,0.032269016,30.0
0.023062558,0.031787742,30.0
0.02386714,0.031313655,30.0
0.024666023,0.030939504,30.0
0.025561699,0.030386604,30.0
0.026819128,0.02975406,30.0
0.027527498,0.029442754,30.0
0.028215814,0.029003632,30.0
0.029240659,0.028571103,30.0
0.030136901,0.028229739,30.0
0.031146041,0.027934421,30.0
0.033404188,0.027311972,30.0
0.035289434,0.027026361,30.0
0.036924685,0.026864562,30.0
0.03826628,0.026703698,30.0
0.039711124,0.026543807,30.0
0.04087251,0.026384841,30.0
0.042067847,0.026148113,30.0
0.04353659,0.025952514,30.0
0.04518053,0.02579714,30.0
0.047534719,0.025719964,30.0
0.048992265,0.025642922,30.0
0.051333194,0.025374798,30.0
0.053638566,0.025185061,30.0
0.055283332,0.025109634,30.0
0.05776619,0.024996916,30.0
0.060277805,0.024959614,30.0
0.06255415,0.024884914,30.0
0.063943448,0.024810354,30.0
0.06981625,0.024625136,30.0
0.071759903,0.024588323,30.0
0.075085955,0.024514808,30.0
0.077388534,0.024441424,30.0
0.079981079,0.02440493,30.0
0.084612433,0.024149898,30.0
0.087928515,0.023969361,30.0
0.093020118,0.023683282,30.0
0.096268423,0.023541572,30.0
0.099767085,0.023435919,30.0
0.10212312,0.023330657,30.0
0.106856596,0.023086825,30.0
0.110740035,0.02287984,30.0
0.116831397,0.022505103,30.0
0.121077485,0.022437821,30.0
0.126515802,0.022236734,30.0
0.135320431,0.021971495,30.0
0.142568223,0.021741971,30.0
0.145335233,0.021644318,30.0
0.150629114,0.021266252,30.0
0.160719081,0.020871,30.0
0.167126463,0.020547138,30.0
0.171484882,0.020376513,30.0
0.180030111,0.020186411,30.0
0.194115132,0.019852754,30.0
0.203982389,0.019544811,30.0
0.214351134,0.019141521,30.0
0.226539316,0.018707528,30.0
0.240106574,0.018379058,30.0
0.256434994,0.017943736,30.0
0.266404495,0.017702278,30.0
0.279146895,0.017409563,30.0
0.288895408,0.017175278,30.0
0.303870304,0.016803431,30.0
0.317798027,0.016439602,30.0
0.331731022,0.016150914,30.0
0.343971431,0.015966899,30.0
0.359394521,0.015686538,30.0
0.373011011,0.015394983,30.0
0.389736049,0.015030296,30.0
0.410329123,0.014582747,30.0
0.428318994,0.014281953,30.0
0.44795086,0.01388561,30.0
0.469824984,0.013613454,30.0
0.480064561,0.013322142,30.0
0.49777819,0.013047339,30.0
0.509786734,0.01281817,30.0
0.519601776,0.012619295,30.0
0.533661216,0.012371836,30.0
0.547578926,0.012205386,30.0
0.563469039,0.01197856,30.0
0.579820325,0.011768226,30.0
0.602936877,0.011394052,30.0
0.626377809,0.011112632,30.0
0.646401166,0.010894797,30.0
0.67345544,0.010537452,30.0
0.702311436,0.010181228,30.0
0.729616018,0.009929813,30.0
0.750788627,0.009684547,30.0
0.777749381,0.009337655,30.0
0.810301534,0.009069217,30.0
0.840200694,0.008817668,30.0
0.862935325,0.008626852,30.0
0.886284959,0.00840504,30.0
0.921620341,0.008112536,30.0
0.958364823,0.007871163,30.0
1.006122557,0.007581518,30.0
1.030395188,0.00743297,30.0
1.070454613,0.007099952,30.0
1.099419518,0.006895876,30.0
1.142163597,0.006718735,30.0
1.185438505,0.00653252,30.0
1.226838449,0.006358087,30.0
1.263645066,0.006201208,30.0
1.315280179,0.006029401,30.0
1.340604655,0.005942195,30.0
1.375567402,0.005771479,30.0
1.415827862,0.005624005,30.0
1.470513958,0.0053864,30.0
1.539948027,0.005177527,30.0
1.59154228,0.005039807,30.0
1.639453326,0.004905746,30.0
1.697175281,0.004732524,30.0
1.736780839,0.004581832,30.0
1.759826534,0.004524566,30.0
1.821787178,0.004396389,30.0
1.876629761,0.00428723,30.0
1.929940691,0.004188314,30.0
1.984766005,0.004084344,30.0
2.031084066,0.004018914,30.0
2.099133616,0.003898126,30.0
2.1766241,0.003747185,30.0
2.23477166,0.003641121,30.0
2.294472251,0.003512746,30.0
2.379174142,0.003382913,30.0
2.434696154,0.003299053,30.0
2.520418217,0.003182894,30.0
2.574989952,0.003104035,30.0
2.635081611,0.00301632,30.0
2.709938792,0.002925892,30.0
2.814612828,0.00283319,30.0
2.889804531,0.002748323,30.0
2.967005232,0.002675608,30.0
3.036245361,0.002590878,30.0
3.137972617,0.002491055,30.0
3.232438391,0.002416646,30.0
3.302427275,0.002357063,30.0
3.357294282,0.002307183,30.0
3.452668923,0.002246406,30.0
3.492723952,0.002218602,30.0
3.550752775,0.002175618,30.0
3.6336164,0.002114627,30.0
3.700078256,0.00208114,30.0
3.830354523,0.00202299,30.0
3.939168452,0.001977006,30.0
3.991439442,0.001959632,30.0
4.017834258,0.001942375,30.0
0.019245086,0.052259209,50.0
0.020135265,0.051094368,50.0
0.020980465,0.050256724,50.0
0.02168224,0.049656185,50.0
0.022561788,0.049136654,50.0
0.02331665,0.048476598,50.0
0.024063734,0.04746735,50.0
0.025212394,0.046270086,50.0
0.026452285,0.045035302,50.0
0.027677336,0.044230546,50.0
0.02872181,0.043570917,50.0
0.030093511,0.043115149,50.0
0.031444337,0.042472208,50.0
0.032676084,0.042154435,50.0
0.033909629,0.04209133,50.0
0.034901167,0.041965158,50.0
0.035676031,0.041776492,50.0
0.036921346,0.041401651,50.0
0.037896811,0.041153651,50.0
0.039707185,0.040662074,50.0
0.041206293,0.04029727,50.0
0.04282081,0.040055978,50.0
0.044928271,0.039816203,50.0
0.046496766,0.039399731,50.0
0.048120121,0.039222715,50.0
0.049663636,0.03904648,50.0
0.05153884,0.038638097,50.0
0.053853267,0.038234042,50.0
0.054747748,0.038119406,50.0
0.056737151,0.038005256,50.0
0.061777715,0.037382741,50.0
0.06419856,0.036936257,50.0
0.067729458,0.036495232,50.0
0.071848071,0.036005379,50.0
0.074561299,0.035789876,50.0
0.077803071,0.035468941,50.0
0.07964029,0.035309576,50.0
0.083331417,0.034940434,50.0
0.08803569,0.034575245,50.0
0.092623281,0.034213851,50.0
0.098256077,0.033856321,50.0
0.102106785,0.033502358,50.0
0.105962943,0.033351984,50.0
0.110418449,0.03285487,50.0
0.116332144,0.032365277,50.0
0.12089137,0.032026936,50.0
0.125801941,0.031739817,50.0
0.130016345,0.031455215,50.0
0.133452621,0.031173105,50.0
0.140214524,0.030662483,50.0
0.149355735,0.030069858,50.0
0.153936016,0.029845051,50.0
0.159093061,0.029621956,50.0
0.161071092,0.029400331,50.0
0.161958132,0.029356235,50.0
0.167601451,0.029207592,50.0
0.182112961,0.028165618,50.0
0.196944326,0.027231434,50.0
0.207005518,0.026810936,50.0
0.212983804,0.026465365,50.0
0.221224412,0.026124348,50.0
0.228695984,0.025720809,50.0
0.235300604,0.025257791,50.0
0.240949996,0.024932214,50.0
0.257500464,0.024105287,50.0
0.270655287,0.023548977,50.0
0.282464469,0.023065264,50.0
0.29548892,0.022358095,50.0
0.311322084,0.021616494,50.0
0.324135604,0.021062831,50.0
0.33908184,0.020523408,50.0
0.356404363,0.019842696,50.0
0.378184346,0.01923455,50.0
0.400344519,0.018742114,50.0
0.424809572,0.018026787,50.0
0.44124628,0.0176108,50.0
0.453989835,0.017293901,50.0
0.476052317,0.016807436,50.0
0.505144462,0.016292432,50.0
0.534744108,0.015752262,50.0
0.55149502,0.015428764,50.0
0.579669884,0.014955979,50.0
0.597828171,0.014648855,50.0
0.618019871,0.014310869,50.0
0.643457554,0.013944511,50.0
0.684402204,0.013412519,50.0
0.719367139,0.012934281,50.0
0.756118581,0.012505538,50.0
0.804231658,0.011842654,50.0
0.84933932,0.011302558,50.0
0.892730501,0.01078709,50.0
0.91851384,0.010538282,50.0
0.947285979,0.010109905,50.0
0.998045625,0.009450677,50.0
1.041593745,0.009066659,50.0
1.084465692,0.008675713,50.0
1.139870359,0.008366595,50.0
1.192433433,0.008068482,50.0
1.253353699,0.007700725,50.0
1.298764637,0.007445613,50.0
1.320515473,0.007273918,50.0
1.361881414,0.007014724,50.0
